date,wind_direction,wind_speed
1935-10-07 07:55:00,N,13.0
1935-10-07 11:55:00,NW,22.0
1935-10-07 12:55:00,NW,31.0
1935-10-07 18:55:00,NW,38.0
1935-10-07 19:55:00,NW,33.0
1935-10-08 06:55:00,NW,25.0
1935-10-08 07:55:00,NW,16.0
1935-10-08 11:55:00,WNW,
1935-10-08 12:55:00,W,
1935-10-08 18:55:00,SW,
1935-10-08 19:55:00,SW,
1935-10-09 06:55:00,SW,
1935-10-09 07:55:00,SW,
1935-10-09 11:55:00,S,
1935-10-09 12:55:00,SW,14.0
1935-10-09 18:55:00,SSW,13.0
1935-10-09 19:55:00,SW,19.0
1935-10-10 06:55:00,SW,
1935-10-10 07:55:00,SW,26.0
1935-10-10 11:55:00,SW,23.0
1935-10-10 12:55:00,SW,19.0
1935-10-10 18:55:00,SW,34.0
1935-10-10 19:55:00,SW,32.0
1935-10-11 06:55:00,WSW,48.0
1935-10-11 07:55:00,W,45.0
1935-10-11 11:55:00,WSW,46.0
1935-10-11 12:55:00,WSW,54.0
1935-10-11 18:55:00,WSW,38.0
1935-10-11 19:55:00,WSW,38.0
1935-10-12 06:55:00,W,39.0
1935-10-12 07:55:00,W,32.0
1935-10-12 11:55:00,NW,
1935-10-12 12:55:00,NW,
1935-10-12 18:55:00,WNW,20.0
1935-10-12 19:55:00,W,23.0
1935-10-13 06:55:00,W,49.0
1935-10-13 07:55:00,WNW,49.0
1935-10-13 11:55:00,NW,42.0
1935-10-13 12:55:00,NW,41.0
1935-10-13 18:55:00,NW,32.0
1935-10-13 19:55:00,NW,27.0
1935-10-14 06:55:00,WSW,55.0
1935-10-14 07:55:00,WSW,52.0
1935-10-14 11:55:00,WSW,53.0
1935-10-14 12:55:00,WSW,48.0
1935-10-14 18:55:00,WSW,60.0
1935-10-14 19:55:00,WSW,66.0
1935-10-15 06:55:00,W,
1935-10-15 07:55:00,W,
1935-10-15 11:55:00,WNW,48.0
1935-10-15 12:55:00,NW,46.0
1935-10-15 18:55:00,N,24.0
1935-10-15 19:55:00,N,21.0
1935-10-16 06:55:00,NE,
1935-10-16 07:55:00,NE,19.0
1935-10-16 11:55:00,NE,20.0
1935-10-16 12:55:00,NE,
1935-10-16 18:55:00,N,13.0
1935-10-16 19:55:00,NNW,14.0
1935-10-17 06:55:00,W,41.0
1935-10-17 07:55:00,W,39.0
1935-10-17 11:55:00,WSW,30.0
1935-10-17 12:55:00,SW,36.0
1935-10-17 18:55:00,W,
1935-10-17 19:55:00,W,38.0
1935-10-18 06:55:00,W,36.0
1935-10-18 07:55:00,WSW,30.0
1935-10-18 11:55:00,SW,28.0
1935-10-18 12:55:00,SW,28.0
1935-10-18 18:55:00,W,60.0
1935-10-18 19:55:00,W,62.0
1935-10-19 06:55:00,NW,64.0
1935-10-19 07:55:00,NW,66.0
1935-10-19 11:55:00,W,58.0
1935-10-19 12:55:00,W,58.0
1935-10-19 18:55:00,WSW,67.0
1935-10-19 19:55:00,WSW,67.0
1935-10-20 06:55:00,W,
1935-10-20 07:55:00,W,
1935-10-20 11:55:00,NW,75.0
1935-10-20 12:55:00,NW,78.0
1935-10-20 18:55:00,NW,67.0
1935-10-20 19:55:00,NW,42.0
1935-10-21 06:55:00,SW,26.0
1935-10-21 07:55:00,SW,25.0
1935-10-21 11:55:00,SW,23.0
1935-10-21 12:55:00,SW,26.0
1935-10-21 18:55:00,SW,38.0
1935-10-21 19:55:00,SW,48.0
1935-10-22 06:55:00,SW,56.0
1935-10-22 07:55:00,SW,56.0
1935-10-22 11:55:00,SW,42.0
1935-10-22 12:55:00,SW,38.0
1935-10-22 18:55:00,WSW,37.0
1935-10-22 19:55:00,SW,47.0
1935-10-23 06:55:00,SW,56.0
1935-10-23 07:55:00,SW,53.0
1935-10-23 11:55:00,SW,46.0
1935-10-23 12:55:00,WSW,53.0
1935-10-23 18:55:00,W,51.0
1935-10-23 19:55:00,W,78.0
1935-10-24 06:55:00,WNW,56.0
1935-10-24 07:55:00,WNW,48.0
1935-10-24 11:55:00,W,42.0
1935-10-24 12:55:00,W,45.0
1935-10-24 18:55:00,NW,49.0
1935-10-24 19:55:00,NW,58.0
1935-10-25 06:55:00,NW,43.0
1935-10-25 07:55:00,NW,41.0
1935-10-25 11:55:00,W,36.0
1935-10-25 12:55:00,WSW,38.0
1935-10-25 18:55:00,WNW,53.0
1935-10-25 19:55:00,W,70.0
1935-10-26 06:55:00,WNW,75.0
1935-10-26 07:55:00,W,77.0
1935-10-26 11:55:00,W,84.0
1935-10-26 12:55:00,WNW,84.0
1935-10-26 18:55:00,NW,73.0
1935-10-26 19:55:00,NW,74.0
1935-10-27 06:55:00,WNW,66.0
1935-10-27 07:55:00,WNW,61.0
1935-10-27 11:55:00,WSW,50.0
1935-10-27 12:55:00,WSW,41.0
1935-10-27 18:55:00,WSW,46.0
1935-10-27 19:55:00,W,50.0
1935-10-28 06:55:00,W,61.0
1935-10-28 07:55:00,W,61.0
1935-10-28 11:55:00,SW,26.0
1935-10-28 12:55:00,SW,23.0
1935-10-28 18:55:00,SW,28.0
1935-10-28 19:55:00,SW,26.0
1935-10-29 06:55:00,SW,24.0
1935-10-29 07:55:00,SW,20.0
1935-10-29 11:55:00,SW,20.0
1935-10-29 12:55:00,SW,22.0
1935-10-29 18:55:00,S,31.0
1935-10-29 19:55:00,S,28.0
1935-10-30 06:55:00,SE,57.0
1935-10-30 07:55:00,SE,62.0
1935-10-30 11:55:00,SE,65.0
1935-10-30 12:55:00,SE,65.0
1935-10-30 18:55:00,SE,59.0
1935-10-30 19:55:00,SE,63.0
1935-10-31 06:55:00,SE,66.0
1935-10-31 07:55:00,SE,69.0
1935-10-31 11:55:00,SE,57.0
1935-10-31 12:55:00,SE,58.0
1935-10-31 18:55:00,SE,56.0
1935-10-31 19:55:00,SE,56.0
1935-11-01 06:55:00,SSW,20.0
1935-11-01 07:55:00,SW,20.0
1935-11-01 11:55:00,SW,20.0
1935-11-01 12:55:00,SSW,26.0
1935-11-01 18:55:00,SSW,33.0
1935-11-01 19:55:00,SSW,36.0
1935-11-02 06:55:00,SW,23.0
1935-11-02 07:55:00,SW,25.0
1935-11-02 11:55:00,SW,9.0
1935-11-02 12:55:00,SW,6.0
1935-11-02 18:55:00,WNW,34.0
1935-11-02 19:55:00,NW,29.0
1935-11-03 06:55:00,NW,32.0
1935-11-03 07:55:00,NW,30.0
1935-11-03 11:55:00,NW,8.0
1935-11-03 12:55:00,NW,7.0
1935-11-03 18:55:00,SW,21.0
1935-11-03 19:55:00,SW,22.0
1935-11-04 06:55:00,SW,44.0
1935-11-04 07:55:00,SW,38.0
1935-11-04 11:55:00,SW,29.0
1935-11-04 12:55:00,SW,35.0
1935-11-04 18:55:00,SW,36.0
1935-11-04 19:55:00,SW,38.0
1935-11-05 06:55:00,SW,44.0
1935-11-05 07:55:00,SW,49.0
1935-11-05 11:55:00,SW,49.0
1935-11-05 12:55:00,SW,54.0
1935-11-05 18:55:00,SW,49.0
1935-11-05 19:55:00,SW,48.0
1935-11-06 06:55:00,W,63.0
1935-11-06 07:55:00,W,66.0
1935-11-06 11:55:00,W,62.0
1935-11-06 12:55:00,W,62.0
1935-11-06 18:55:00,W,57.0
1935-11-06 19:55:00,W,53.0
1935-11-07 06:55:00,NW,35.0
1935-11-07 07:55:00,WNW,28.0
1935-11-07 11:55:00,SW,15.0
1935-11-07 12:55:00,SW,19.0
1935-11-07 18:55:00,S,45.0
1935-11-07 19:55:00,S,53.0
1935-11-08 06:55:00,SW,55.0
1935-11-08 07:55:00,WSW,57.0
1935-11-08 11:55:00,W,53.0
1935-11-08 12:55:00,W,61.0
1935-11-08 18:55:00,W,66.0
1935-11-08 19:55:00,W,58.0
1935-11-09 06:55:00,NW,48.0
1935-11-09 07:55:00,WNW,42.0
1935-11-09 11:55:00,W,37.0
1935-11-09 12:55:00,W,32.0
1935-11-09 18:55:00,SW,28.0
1935-11-09 19:55:00,SW,30.0
1935-11-10 06:55:00,S,50.0
1935-11-10 07:55:00,S,51.0
1935-11-10 11:55:00,S,56.0
1935-11-10 12:55:00,SSE,68.0
1935-11-10 18:55:00,SSW,53.0
1935-11-10 19:55:00,S,57.0
1935-11-11 06:55:00,SW,39.0
1935-11-11 07:55:00,WSW,41.0
1935-11-11 11:55:00,W,33.0
1935-11-11 12:55:00,W,33.0
1935-11-11 18:55:00,W,22.0
1935-11-11 19:55:00,WSW,14.0
1935-11-12 06:55:00,SE,46.0
1935-11-12 07:55:00,SSE,46.0
1935-11-12 11:55:00,S,42.0
1935-11-12 12:55:00,SW,40.0
1935-11-12 18:55:00,SW,26.0
1935-11-12 19:55:00,SW,25.0
1935-11-13 06:55:00,SW,36.0
1935-11-13 07:55:00,SW,42.0
1935-11-13 11:55:00,SW,48.0
1935-11-13 12:55:00,SW,41.0
1935-11-13 18:55:00,SW,38.0
1935-11-13 19:55:00,SW,30.0
1935-11-14 06:55:00,N,7.0
1935-11-14 07:55:00,N,9.0
1935-11-14 11:55:00,N,10.0
1935-11-14 12:55:00,N,7.0
1935-11-14 18:55:00,N,3.0
1935-11-14 19:55:00,N,2.0
1935-11-15 06:55:00,N,21.0
1935-11-15 07:55:00,N,20.0
1935-11-15 11:55:00,NE,14.0
1935-11-15 12:55:00,NE,10.0
1935-11-15 18:55:00,NE,11.0
1935-11-15 19:55:00,NE,12.0
1935-11-16 06:55:00,NE,10.0
1935-11-16 07:55:00,NE,10.0
1935-11-16 11:55:00,NE,8.0
1935-11-16 12:55:00,NE,10.0
1935-11-16 18:55:00,NE,25.0
1935-11-16 19:55:00,NE,28.0
1935-11-17 06:55:00,NE,50.0
1935-11-17 07:55:00,NE,53.0
1935-11-17 11:55:00,NE,62.0
1935-11-17 12:55:00,NE,66.0
1935-11-17 18:55:00,NE,83.0
1935-11-17 19:55:00,NE,94.0
1935-11-18 06:55:00,NE,47.0
1935-11-18 07:55:00,NE,29.0
1935-11-18 11:55:00,NE,16.0
1935-11-18 12:55:00,NE,19.0
1935-11-18 18:55:00,N,18.0
1935-11-18 19:55:00,N,20.0
1935-11-19 06:55:00,NNE,22.0
1935-11-19 07:55:00,NNE,13.0
1935-11-19 11:55:00,NW,6.0
1935-11-19 12:55:00,NW,11.0
1935-11-19 18:55:00,WNW,21.0
1935-11-19 19:55:00,W,33.0
1935-11-20 06:55:00,W,50.0
1935-11-20 07:55:00,W,52.0
1935-11-20 11:55:00,W,51.0
1935-11-20 12:55:00,WNW,56.0
1935-11-20 18:55:00,WNW,51.0
1935-11-20 19:55:00,W,46.0
1935-11-21 06:55:00,NE,16.0
1935-11-21 07:55:00,NE,16.0
1935-11-21 11:55:00,WNW,12.0
1935-11-21 12:55:00,W,13.0
1935-11-21 18:55:00,W,31.0
1935-11-21 19:55:00,W,36.0
1935-11-22 06:55:00,W,36.0
1935-11-22 07:55:00,W,38.0
1935-11-22 11:55:00,W,25.0
1935-11-22 12:55:00,W,28.0
1935-11-22 18:55:00,W,32.0
1935-11-22 19:55:00,W,30.0
1935-11-23 06:55:00,W,16.0
1935-11-23 07:55:00,W,15.0
1935-11-23 11:55:00,W,9.0
1935-11-23 12:55:00,W,9.0
1935-11-23 18:55:00,N,9.0
1935-11-23 19:55:00,NNE,9.0
1935-11-24 06:55:00,NE,38.0
1935-11-24 07:55:00,NE,39.0
1935-11-24 11:55:00,NE,33.0
1935-11-24 12:55:00,N,32.0
1935-11-24 18:55:00,NE,39.0
1935-11-24 19:55:00,NE,39.0
1935-11-25 06:55:00,NE,10.0
1935-11-25 07:55:00,NE,11.0
1935-11-25 11:55:00,N,20.0
1935-11-25 12:55:00,N,22.0
1935-11-25 18:55:00,NW,33.0
1935-11-25 19:55:00,NW,38.0
1935-11-26 06:55:00,W,55.0
1935-11-26 07:55:00,W,56.0
1935-11-26 11:55:00,NW,51.0
1935-11-26 12:55:00,NW,57.0
1935-11-26 18:55:00,NW,43.0
1935-11-26 19:55:00,NW,33.0
1935-11-27 06:55:00,NW,26.0
1935-11-27 07:55:00,NW,25.0
1935-11-27 11:55:00,WSW,27.0
1935-11-27 12:55:00,WSW,27.0
1935-11-27 18:55:00,WSW,38.0
1935-11-27 19:55:00,WSW,44.0
1935-11-28 06:55:00,WSW,50.0
1935-11-28 07:55:00,SSW,49.0
1935-11-28 11:55:00,SW,72.0
1935-11-28 12:55:00,SW,71.0
1935-11-28 18:55:00,SW,42.0
1935-11-28 19:55:00,SW,45.0
1935-11-29 06:55:00,WSW,30.0
1935-11-29 07:55:00,W,25.0
1935-11-29 11:55:00,W,42.0
1935-11-29 12:55:00,W,47.0
1935-11-29 18:55:00,NW,60.0
1935-11-29 19:55:00,NW,56.0
1935-11-30 06:55:00,NW,44.0
1935-11-30 07:55:00,NW,41.0
1935-11-30 11:55:00,W,40.0
1935-11-30 12:55:00,W,40.0
1935-11-30 18:55:00,W,12.0
1935-11-30 19:55:00,W,14.0
1935-12-01 06:55:00,W,8.0
1935-12-01 07:55:00,WSW,8.0
1935-12-01 11:55:00,W,10.0
1935-12-01 12:55:00,WSW,13.0
1935-12-01 18:55:00,SW,8.0
1935-12-01 19:55:00,SW,7.0
1935-12-02 06:55:00,SW,1.0
1935-12-02 07:55:00,00,0.0
1935-12-02 11:55:00,SW,6.0
1935-12-02 12:55:00,W,9.0
1935-12-02 18:55:00,NW,28.0
1935-12-02 19:55:00,NW,26.0
1935-12-03 06:55:00,NW,25.0
1935-12-03 07:55:00,NW,21.0
1935-12-03 11:55:00,NW,29.0
1935-12-03 12:55:00,NW,34.0
1935-12-03 18:55:00,NW,41.0
1935-12-03 19:55:00,NW,42.0
1935-12-04 06:55:00,W,36.0
1935-12-04 07:55:00,W,38.0
1935-12-04 11:55:00,NW,51.0
1935-12-04 12:55:00,NW,53.0
1935-12-04 18:55:00,NW,85.0
1935-12-04 19:55:00,NW,83.0
1935-12-05 06:55:00,W,55.0
1935-12-05 07:55:00,W,52.0
1935-12-05 11:55:00,W,61.0
1935-12-05 12:55:00,W,72.0
1935-12-05 18:55:00,NW,72.0
1935-12-05 19:55:00,NW,66.0
1935-12-06 06:55:00,N,65.0
1935-12-06 07:55:00,N,32.0
1935-12-06 11:55:00,N,32.0
1935-12-06 12:55:00,N,32.0
1935-12-06 18:55:00,N,26.0
1935-12-06 19:55:00,NNW,23.0
1935-12-07 06:55:00,NW,27.0
1935-12-07 07:55:00,NW,21.0
1935-12-07 11:55:00,NW,26.0
1935-12-07 12:55:00,NW,21.0
1935-12-07 18:55:00,NW,28.0
1935-12-07 19:55:00,WNW,27.0
1935-12-08 06:55:00,W,41.0
1935-12-08 07:55:00,W,47.0
1935-12-08 11:55:00,W,47.0
1935-12-08 12:55:00,W,47.0
1935-12-08 18:55:00,W,36.0
1935-12-08 19:55:00,W,28.0
1935-12-09 06:55:00,SW,46.0
1935-12-09 07:55:00,SW,36.0
1935-12-09 11:55:00,S,40.0
1935-12-09 12:55:00,S,35.0
1935-12-09 18:55:00,NW,83.0
1935-12-09 19:55:00,NW,69.0
1935-12-10 06:55:00,W,14.0
1935-12-10 07:55:00,W,8.0
1935-12-10 11:55:00,S,8.0
1935-12-10 12:55:00,S,7.0
1935-12-10 18:55:00,SE,9.0
1935-12-10 19:55:00,SE,13.0
1935-12-11 06:55:00,NE,18.0
1935-12-11 07:55:00,NE,17.0
1935-12-11 11:55:00,NE,20.0
1935-12-11 12:55:00,NE,18.0
1935-12-11 18:55:00,NNE,13.0
1935-12-11 19:55:00,NNE,17.0
1935-12-12 06:55:00,N,17.0
1935-12-12 07:55:00,NE,17.0
1935-12-12 11:55:00,N,16.0
1935-12-12 12:55:00,N,14.0
1935-12-12 18:55:00,NE,16.0
1935-12-12 19:55:00,NE,8.0
1935-12-13 06:55:00,NE,8.0
1935-12-13 07:55:00,NE,7.0
1935-12-13 11:55:00,SE,10.0
1935-12-13 12:55:00,SE,11.0
1935-12-13 18:55:00,S,19.0
1935-12-13 19:55:00,S,15.0
1935-12-14 06:55:00,S,13.0
1935-12-14 07:55:00,S,8.0
1935-12-14 11:55:00,S,7.0
1935-12-14 12:55:00,S,8.0
1935-12-14 18:55:00,SW,10.0
1935-12-14 19:55:00,SW,9.0
1935-12-15 06:55:00,WSW,31.0
1935-12-15 07:55:00,WSW,39.0
1935-12-15 11:55:00,SW,25.0
1935-12-15 12:55:00,SW,31.0
1935-12-15 18:55:00,SW,44.0
1935-12-15 19:55:00,SW,50.0
1935-12-16 06:55:00,NE,10.0
1935-12-16 07:55:00,NE,3.0
1935-12-16 11:55:00,NNW,40.0
1935-12-16 12:55:00,NW,37.0
1935-12-16 18:55:00,NW,63.0
1935-12-16 19:55:00,NW,62.0
1935-12-17 06:55:00,NW,27.0
1935-12-17 07:55:00,NW,32.0
1935-12-17 11:55:00,NW,23.0
1935-12-17 12:55:00,NW,36.0
1935-12-17 18:55:00,NW,59.0
1935-12-17 19:55:00,NW,56.0
1935-12-18 06:55:00,NW,74.0
1935-12-18 07:55:00,NNW,81.0
1935-12-18 11:55:00,NNW,74.0
1935-12-18 12:55:00,NNW,66.0
1935-12-18 18:55:00,WNW,88.0
1935-12-18 19:55:00,W,83.0
1935-12-19 06:55:00,W,69.0
1935-12-19 07:55:00,W,68.0
1935-12-19 11:55:00,WNW,65.0
1935-12-19 12:55:00,NW,66.0
1935-12-19 18:55:00,W,60.0
1935-12-19 19:55:00,W,60.0
1935-12-20 06:55:00,W,33.0
1935-12-20 07:55:00,W,30.0
1935-12-20 11:55:00,W,27.0
1935-12-20 12:55:00,W,24.0
1935-12-20 18:55:00,NW,16.0
1935-12-20 19:55:00,NW,14.0
1935-12-21 06:55:00,NW,56.0
1935-12-21 07:55:00,NNW,44.0
1935-12-21 11:55:00,N,20.0
1935-12-21 12:55:00,N,27.0
1935-12-21 18:55:00,NNW,49.0
1935-12-21 19:55:00,NNW,62.0
1935-12-22 06:55:00,NW,66.0
1935-12-22 07:55:00,NW,64.0
1935-12-22 11:55:00,NW,59.0
1935-12-22 12:55:00,NW,58.0
1935-12-22 18:55:00,NW,54.0
1935-12-22 19:55:00,NW,56.0
1935-12-23 06:55:00,NW,9.0
1935-12-23 07:55:00,NW,16.0
1935-12-23 11:55:00,NW,26.0
1935-12-23 12:55:00,NW,31.0
1935-12-23 18:55:00,NNW,24.0
1935-12-23 19:55:00,NW,27.0
1935-12-24 06:55:00,NW,28.0
1935-12-24 07:55:00,NW,32.0
1935-12-24 11:55:00,NW,46.0
1935-12-24 12:55:00,NW,53.0
1935-12-24 18:55:00,NW,51.0
1935-12-24 19:55:00,NNW,44.0
1935-12-25 06:55:00,W,29.0
1935-12-25 07:55:00,W,21.0
1935-12-25 11:55:00,W,50.0
1935-12-25 12:55:00,W,52.0
1935-12-25 18:55:00,WNW,20.0
1935-12-25 19:55:00,W,10.0
1935-12-26 06:55:00,SE,8.0
1935-12-26 07:55:00,E,7.0
1935-12-26 11:55:00,NW,16.0
1935-12-26 12:55:00,NW,30.0
1935-12-26 18:55:00,NW,58.0
1935-12-26 19:55:00,NW,54.0
1935-12-27 06:55:00,NW,58.0
1935-12-27 07:55:00,NW,54.0
1935-12-27 11:55:00,NNW,56.0
1935-12-27 12:55:00,NW,60.0
1935-12-27 18:55:00,NW,58.0
1935-12-27 19:55:00,NW,53.0
1935-12-28 06:55:00,NW,58.0
1935-12-28 07:55:00,NW,56.0
1935-12-28 11:55:00,NNW,61.0
1935-12-28 12:55:00,NW,64.0
1935-12-28 18:55:00,NW,78.0
1935-12-28 19:55:00,NW,80.0
1935-12-29 06:55:00,NW,44.0
1935-12-29 07:55:00,NW,44.0
1935-12-29 11:55:00,NW,18.0
1935-12-29 12:55:00,NW,17.0
1935-12-29 18:55:00,NW,6.0
1935-12-29 19:55:00,NW,4.0
1935-12-30 06:55:00,NE,18.0
1935-12-30 07:55:00,NE,17.0
1935-12-30 11:55:00,NE,12.0
1935-12-30 12:55:00,NE,9.0
1935-12-30 18:55:00,N,12.0
1935-12-30 19:55:00,N,7.0
1935-12-31 06:55:00,NW,58.0
1935-12-31 07:55:00,NW,56.0
1935-12-31 11:55:00,NW,53.0
1935-12-31 12:55:00,NW,47.0
1935-12-31 18:55:00,NW,48.0
1935-12-31 19:55:00,NW,48.0
1936-01-01 06:55:00,W,50.0
1936-01-01 07:55:00,W,51.0
1936-01-01 11:55:00,NW,47.0
1936-01-01 12:55:00,NW,44.0
1936-01-01 18:55:00,NW,40.0
1936-01-01 19:55:00,NW,38.0
1936-01-02 06:55:00,SW,18.0
1936-01-02 07:55:00,SW,17.0
1936-01-02 11:55:00,SW,24.0
1936-01-02 12:55:00,SW,26.0
1936-01-02 18:55:00,SW,53.0
1936-01-02 19:55:00,SW,57.0
1936-01-03 06:55:00,WSW,76.0
1936-01-03 07:55:00,W,60.0
1936-01-03 11:55:00,W,36.0
1936-01-03 12:55:00,NNW,42.0
1936-01-03 18:55:00,NW,90.0
1936-01-03 19:55:00,NW,91.0
1936-01-04 06:55:00,NW,61.0
1936-01-04 07:55:00,NW,61.0
1936-01-04 11:55:00,NW,36.0
1936-01-04 12:55:00,WSW,34.0
1936-01-04 18:55:00,SW,44.0
1936-01-04 19:55:00,SW,43.0
1936-01-05 06:55:00,NW,7.0
1936-01-05 07:55:00,NW,17.0
1936-01-05 11:55:00,W,65.0
1936-01-05 12:55:00,W,76.0
1936-01-05 18:55:00,W,84.0
1936-01-05 19:55:00,W,81.0
1936-01-06 06:55:00,NW,29.0
1936-01-06 07:55:00,NW,24.0
1936-01-06 11:55:00,NE,7.0
1936-01-06 12:55:00,NE,7.0
1936-01-06 18:55:00,SE,32.0
1936-01-06 19:55:00,S,30.0
1936-01-07 06:55:00,W,44.0
1936-01-07 07:55:00,W,50.0
1936-01-07 11:55:00,W,51.0
1936-01-07 12:55:00,NW,55.0
1936-01-07 18:55:00,NW,73.0
1936-01-07 19:55:00,NW,72.0
1936-01-08 06:55:00,W,86.0
1936-01-08 07:55:00,WNW,88.0
1936-01-08 11:55:00,NNW,57.0
1936-01-08 12:55:00,NNW,43.0
1936-01-08 18:55:00,NNE,20.0
1936-01-08 19:55:00,NE,28.0
1936-01-09 06:55:00,SE,43.0
1936-01-09 07:55:00,SE,56.0
1936-01-09 11:55:00,S,81.0
1936-01-09 12:55:00,S,89.0
1936-01-09 18:55:00,SE,108.0
1936-01-09 19:55:00,SE,108.0
1936-01-10 06:55:00,SE,45.0
1936-01-10 07:55:00,SE,27.0
1936-01-10 11:55:00,NW,56.0
1936-01-10 12:55:00,NW,70.0
1936-01-10 18:55:00,NW,86.0
1936-01-10 19:55:00,NW,79.0
1936-01-11 06:55:00,NW,82.0
1936-01-11 07:55:00,NW,78.0
1936-01-11 11:55:00,NW,41.0
1936-01-11 12:55:00,NW,24.0
1936-01-11 18:55:00,SW,25.0
1936-01-11 19:55:00,SW,28.0
1936-01-12 06:55:00,NW,59.0
1936-01-12 07:55:00,NW,64.0
1936-01-12 11:55:00,NW,66.0
1936-01-12 12:55:00,NW,62.0
1936-01-12 18:55:00,NW,67.0
1936-01-12 19:55:00,WNW,56.0
1936-01-13 06:55:00,SW,64.0
1936-01-13 07:55:00,SW,74.0
1936-01-13 11:55:00,S,89.0
1936-01-13 12:55:00,SW,79.0
1936-01-13 18:55:00,SW,77.0
1936-01-13 19:55:00,W,87.0
1936-01-14 06:55:00,NW,105.0
1936-01-14 07:55:00,NW,112.0
1936-01-14 11:55:00,NW,92.0
1936-01-14 12:55:00,NW,86.0
1936-01-14 18:55:00,W,55.0
1936-01-14 19:55:00,W,54.0
1936-01-15 06:55:00,WSW,56.0
1936-01-15 07:55:00,WSW,50.0
1936-01-15 11:55:00,SW,44.0
1936-01-15 12:55:00,SW,46.0
1936-01-15 18:55:00,SSW,74.0
1936-01-15 19:55:00,S,66.0
1936-01-16 06:55:00,NW,120.0
1936-01-16 07:55:00,NW,125.0
1936-01-16 11:55:00,NW,112.0
1936-01-16 12:55:00,NW,102.0
1936-01-16 18:55:00,NW,124.0
1936-01-16 19:55:00,NW,119.0
1936-01-17 06:55:00,NW,97.0
1936-01-17 07:55:00,NW,93.0
1936-01-17 11:55:00,NW,81.0
1936-01-17 12:55:00,NW,88.0
1936-01-17 18:55:00,NW,93.0
1936-01-17 19:55:00,NW,84.0
1936-01-18 06:55:00,NW,32.0
1936-01-18 07:55:00,NW,17.0
1936-01-18 11:55:00,SW,69.0
1936-01-18 12:55:00,SW,77.0
1936-01-18 18:55:00,SW,53.0
1936-01-18 19:55:00,SW,48.0
1936-01-19 06:55:00,NW,32.0
1936-01-19 07:55:00,NW,27.0
1936-01-19 11:55:00,SE,27.0
1936-01-19 12:55:00,SE,33.0
1936-01-19 18:55:00,E,90.0
1936-01-19 19:55:00,ENE,112.0
1936-01-20 06:55:00,NNW,40.0
1936-01-20 07:55:00,NNW,57.0
1936-01-20 11:55:00,NW,110.0
1936-01-20 12:55:00,NW,116.0
1936-01-20 18:55:00,NW,103.0
1936-01-20 19:55:00,NW,93.0
1936-01-21 06:55:00,W,66.0
1936-01-21 07:55:00,W,79.0
1936-01-21 11:55:00,W,92.0
1936-01-21 12:55:00,W,84.0
1936-01-21 18:55:00,W,64.0
1936-01-21 19:55:00,W,64.0
1936-01-22 06:55:00,W,50.0
1936-01-22 07:55:00,W,49.0
1936-01-22 11:55:00,SW,52.0
1936-01-22 12:55:00,SW,53.0
1936-01-22 18:55:00,S,88.0
1936-01-22 19:55:00,SSW,86.0
1936-01-23 06:55:00,SSE,76.0
1936-01-23 07:55:00,S,45.0
1936-01-23 11:55:00,W,82.0
1936-01-23 12:55:00,W,90.0
1936-01-23 18:55:00,W,90.0
1936-01-23 19:55:00,W,100.0
1936-01-24 06:55:00,W,123.0
1936-01-24 07:55:00,W,125.0
1936-01-24 11:55:00,W,118.0
1936-01-24 12:55:00,WNW,119.0
1936-01-24 18:55:00,NW,112.0
1936-01-24 19:55:00,WNW,99.0
1936-01-25 06:55:00,W,51.0
1936-01-25 07:55:00,W,42.0
1936-01-25 11:55:00,N,5.0
1936-01-25 12:55:00,N,5.0
1936-01-25 18:55:00,N,14.0
1936-01-25 19:55:00,N,12.0
1936-01-26 06:55:00,N,11.0
1936-01-26 07:55:00,N,9.0
1936-01-26 11:55:00,WSW,11.0
1936-01-26 12:55:00,SW,13.0
1936-01-26 18:55:00,SW,12.0
1936-01-26 19:55:00,SW,11.0
1936-01-27 06:55:00,SW,12.0
1936-01-27 07:55:00,S,9.0
1936-01-27 11:55:00,SE,39.0
1936-01-27 12:55:00,SE,34.0
1936-01-27 18:55:00,NE,29.0
1936-01-27 19:55:00,NE,31.0
1936-01-28 06:55:00,NNW,58.0
1936-01-28 07:55:00,NNW,66.0
1936-01-28 11:55:00,NW,74.0
1936-01-28 12:55:00,NW,81.0
1936-01-28 18:55:00,NW,73.0
1936-01-28 19:55:00,NW,63.0
1936-01-29 06:55:00,NW,81.0
1936-01-29 07:55:00,NW,73.0
1936-01-29 11:55:00,NW,43.0
1936-01-29 12:55:00,NW,43.0
1936-01-29 18:55:00,NW,48.0
1936-01-29 19:55:00,NW,45.0
1936-01-30 06:55:00,W,28.0
1936-01-30 07:55:00,W,32.0
1936-01-30 11:55:00,W,36.0
1936-01-30 12:55:00,WNW,41.0
1936-01-30 18:55:00,NW,29.0
1936-01-30 19:55:00,NW,23.0
1936-01-31 06:55:00,NW,27.0
1936-01-31 07:55:00,NW,42.0
1936-01-31 11:55:00,NW,59.0
1936-01-31 12:55:00,NW,56.0
1936-01-31 18:55:00,NW,82.0
1936-01-31 19:55:00,NW,79.0
1936-02-01 06:55:00,NW,101.0
1936-02-01 07:55:00,NW,104.0
1936-02-01 11:55:00,NW,94.0
1936-02-01 12:55:00,NW,83.0
1936-02-01 18:55:00,WNW,78.0
